Date,S22,S21,S20,S19,S18,S17,S16,S15
2009-07-20,0.198,0.218,0.068,0.068,0.088,0.148,0.168,0.098
2009-07-21,0.218,0.238,0.098,0.098,0.098,0.158,0.178,0.138
2009-07-22,0.218,0.228,0.098,0.098,0.088,0.168,0.198,0.158
2009-07-23,0.218,0.228,0.108,0.098,0.108,0.198,0.228,0.168
2009-07-24,0.218,0.228,0.108,0.098,0.118,0.198,0.218,0.158
2009-07-25,0.228,0.248,0.128,0.118,0.128,0.198,0.228,0.168
2009-07-26,0.248,0.248,0.138,0.118,0.138,0.208,0.228,0.168
2009-07-27,0.258,0.258,0.158,0.148,0.158,0.208,0.238,0.168
2009-07-28,0.258,0.258,0.158,0.168,0.168,0.218,0.258,0.188
2009-07-29,0.258,0.258,0.148,0.158,0.168,0.218,0.248,0.178
2009-07-30,0.258,0.268,0.148,0.148,0.158,0.208,0.238,0.168
2009-07-31,0.248,0.258,0.128,0.138,0.158,0.208,0.238,0.158
2009-08-01,0.238,0.248,0.118,0.128,0.138,0.198,0.228,0.148
2009-08-02,0.238,0.248,0.108,0.118,0.138,0.198,0.218,0.138
2009-08-03,0.228,0.238,0.098,0.108,0.128,0.188,0.208,0.128
2009-08-04,0.238,0.238,0.098,0.108,0.118,0.188,0.198,0.118
2009-08-05,0.238,0.238,0.098,0.098,0.108,0.168,0.188,0.108
2009-08-06,0.238,0.238,0.108,0.098,0.118,0.178,0.198,0.138
2009-08-07,0.228,0.238,0.108,0.098,0.118,0.178,0.198,0.118
2009-08-08,0.238,0.238,0.108,0.108,0.118,0.168,0.188,0.108
2009-08-09,0.228,0.238,0.108,0.108,0.118,0.168,0.188,0.108
2009-08-10,0.228,0.228,0.108,0.118,0.128,0.168,0.188,0.118
2009-08-11,0.238,0.238,0.108,0.118,0.138,0.168,0.198,0.128
2009-08-12,0.238,0.238,0.118,0.118,0.148,0.188,0.198,0.128
2009-08-13,0.258,0.238,0.118,0.118,0.148,0.188,0.198,0.128
2009-08-14,0.248,0.238,0.118,0.118,0.148,0.178,0.198,0.128
2009-08-15,0.258,0.238,0.118,0.128,0.148,0.178,0.208,0.138
2009-08-16,0.318,0.268,0.148,0.148,0.168,0.178,0.208,0.128
2009-08-17,0.308,0.278,0.148,0.158,0.158,0.178,0.198,0.128
2009-08-18,0.308,0.278,0.158,0.158,0.158,0.178,0.198,0.118
2009-08-19,0.308,0.278,0.178,0.168,0.168,0.188,0.208,0.118
2009-08-20,0.308,0.278,0.178,0.178,0.168,0.188,0.198,0.118
2009-08-21,0.308,0.268,0.178,0.178,0.168,0.178,0.198,0.108
2009-08-22,0.308,0.268,0.178,0.188,0.178,0.178,0.188,0.108
2009-08-23,0.308,0.268,0.188,0.198,0.178,0.178,0.188,0.118
2009-08-24,0.298,0.268,0.188,0.208,0.188,0.178,0.198,0.118
2009-08-25,0.298,0.268,0.198,0.228,0.198,0.178,0.208,0.148
2009-08-26,0.298,0.268,0.178,0.208,0.188,0.178,0.198,0.138
2009-08-27,0.298,0.268,0.178,0.198,0.178,0.178,0.198,0.128
2009-08-28,0.308,0.268,0.208,0.228,0.198,0.198,0.218,0.128
2009-08-29,0.308,0.268,0.218,0.218,0.198,0.198,0.208,0.128
2009-08-30,0.298,0.268,0.218,0.238,0.208,0.198,0.208,0.128
2009-08-31,0.298,0.268,0.208,0.238,0.208,0.198,0.218,0.138
2009-09-01,0.298,0.278,0.198,0.228,0.198,0.208,0.238,0.168
2009-09-02,0.318,0.278,0.208,0.228,0.218,0.228,0.248,0.168
2009-09-03,0.328,0.278,0.228,0.248,0.228,0.238,0.258,0.198
2009-09-04,0.338,0.318,0.258,0.268,0.238,0.248,0.278,0.218
2009-09-05,0.358,0.328,0.288,0.318,0.278,0.268,0.298,0.228
2009-09-06,0.358,0.328,0.278,0.308,0.288,0.278,0.308,0.218
2009-09-07,0.328,0.318,0.268,0.298,0.278,0.278,0.298,0.218
2009-09-08,0.318,0.298,0.248,0.278,0.268,0.278,0.298,0.228
2009-09-09,0.348,0.298,0.248,0.268,0.278,0.308,0.338,0.268
2009-09-10,0.368,0.318,0.268,0.298,0.298,0.328,0.358,0.278
2009-09-11,0.368,0.328,0.268,0.298,0.308,0.328,0.348,0.258
2009-09-12,0.368,0.328,0.278,0.298,0.308,0.318,0.338,0.248
2009-09-13,0.368,0.328,0.288,0.308,0.308,0.328,0.378,0.298
2009-09-14,0.378,0.328,0.298,0.328,0.328,0.348,0.378,0.298
2009-09-15,0.388,0.338,0.308,0.348,0.338,0.348,0.378,0.308
2009-09-16,0.388,0.358,0.348,0.378,0.368,0.358,0.388,0.298
2009-09-17,0.378,0.358,0.338,0.378,0.368,0.358,0.378,0.298
2009-09-18,0.358,0.338,0.328,0.368,0.358,0.348,0.368,0.298
2009-09-19,0.368,0.348,0.328,0.368,0.368,0.368,0.398,0.328
2009-09-20,0.368,0.348,0.338,0.378,0.368,0.368,0.398,0.328
2009-09-21,0.358,0.338,0.318,0.368,0.358,0.368,0.388,0.318
2009-09-22,0.338,0.328,0.308,0.348,0.348,0.348,0.378,0.308
2009-09-23,0.338,0.308,0.288,0.328,0.328,0.348,0.368,0.298
2009-09-24,0.348,0.308,0.278,0.318,0.318,0.338,0.358,0.278
2009-09-25,0.348,0.308,0.268,0.298,0.308,0.328,0.348,0.268
2009-09-26,0.338,0.308,0.258,0.288,0.298,0.318,0.338,0.268
2009-09-27,0.348,0.308,0.258,0.278,0.288,0.318,0.338,0.268
2009-09-28,0.378,0.328,0.278,0.278,0.288,0.308,0.328,0.258
2009-09-29,0.368,0.338,0.288,0.298,0.298,0.308,0.328,0.258
2009-09-30,0.368,0.328,0.278,0.288,0.288,0.298,0.318,0.248
2009-10-01,0.368,0.328,0.268,0.288,0.278,0.298,0.318,0.248
2009-10-02,0.358,0.328,0.268,0.278,0.278,0.298,0.318,0.238
2009-10-03,0.358,0.328,0.268,0.278,0.268,0.298,0.308,0.238
2009-10-04,0.358,0.328,0.258,0.268,0.268,0.288,0.308,0.228
2009-10-05,0.348,0.328,0.248,0.268,0.258,0.278,0.298,0.218
2009-10-06,0.348,0.318,0.248,0.258,0.248,0.278,0.288,0.218
2009-10-07,0.348,0.318,0.238,0.248,0.248,0.268,0.288,0.208
2009-10-08,0.338,0.318,0.238,0.238,0.238,0.268,0.288,0.218
2009-10-09,0.328,0.308,0.218,0.238,0.228,0.268,0.278,0.208
2009-10-10,0.318,0.308,0.218,0.228,0.218,0.258,0.278,0.198
2009-10-11,0.318,0.298,0.208,0.218,0.218,0.258,0.268,0.188
2009-10-12,0.308,0.298,0.198,0.208,0.208,0.248,0.258,0.178
2009-10-13,0.308,0.288,0.188,0.198,0.198,0.238,0.258,0.168
2009-10-14,0.318,0.288,0.188,0.188,0.188,0.238,0.248,0.158
2009-10-15,0.328,0.288,0.198,0.188,0.198,0.228,0.238,0.148
2009-10-16,0.328,0.288,0.208,0.198,0.208,0.218,0.238,0.148
2009-10-17,0.328,0.288,0.218,0.228,0.228,0.218,0.238,0.148
2009-10-18,0.318,0.278,0.198,0.218,0.218,0.218,0.228,0.158
2009-10-19,0.308,0.268,0.178,0.198,0.198,0.208,0.228,0.158
2009-10-20,0.308,0.268,0.168,0.188,0.178,0.208,0.218,0.158
2009-10-21,0.308,0.268,0.168,0.178,0.168,0.198,0.218,0.148
2009-10-22,0.318,0.268,0.168,0.178,0.178,0.198,0.218,0.138
2009-10-23,0.308,0.268,0.178,0.178,0.188,0.198,0.208,0.128
2009-10-24,0.308,0.268,0.178,0.188,0.188,0.198,0.208,0.128
2009-10-25,0.308,0.268,0.188,0.208,0.198,0.198,0.208,0.138
2009-10-26,0.288,0.268,0.178,0.208,0.198,0.198,0.208,0.138
2009-10-27,0.278,0.268,0.178,0.198,0.188,0.188,0.208,0.138
2009-10-28,0.268,0.268,0.168,0.188,0.178,0.188,0.198,0.128
2009-10-29,0.268,0.258,0.158,0.178,0.168,0.188,0.198,0.118
2009-10-30,0.268,0.258,0.148,0.168,0.168,0.178,0.188,0.118
2009-10-31,0.268,0.258,0.148,0.158,0.158,0.178,0.188,0.108
2009-11-01,0.268,0.258,0.148,0.148,0.158,0.168,0.178,0.098
2009-11-02,0.268,0.258,0.148,0.148,0.158,0.168,0.178,0.098
2009-11-03,0.268,0.248,0.148,0.148,0.158,0.158,0.178,0.098
2009-11-04,0.258,0.248,0.148,0.158,0.158,0.158,0.168,0.108
2009-11-05,0.278,0.248,0.138,0.158,0.148,0.158,0.168,0.108
2009-11-06,0.288,0.258,0.128,0.158,0.148,0.158,0.168,0.108
2009-11-07,0.288,0.258,0.108,0.148,0.128,0.148,0.158,0.098
2009-11-08,0.298,0.258,0.108,0.138,0.118,0.148,0.158,0.088
2009-11-09,0.298,0.258,0.108,0.138,0.118,0.138,0.158,0.078
2009-11-10,0.288,0.248,0.128,0.138,0.128,0.128,0.148,0.078
2009-11-11,0.278,0.248,0.148,0.158,0.158,0.148,0.158,0.078
2009-11-12,0.288,0.258,0.158,0.178,0.168,0.148,0.158,0.078
2009-11-13,0.278,0.248,0.158,0.188,0.168,0.148,0.148,0.078
2009-11-14,0.268,0.248,0.158,0.178,0.158,0.138,0.148,0.078
2009-11-15,0.258,0.248,0.158,0.178,0.158,0.138,0.148,0.078
2009-11-16,0.258,0.238,0.158,0.178,0.148,0.138,0.148,0.088
2009-11-17,0.258,0.238,0.158,0.178,0.158,0.128,0.138,0.088
2009-11-18,0.258,0.238,0.168,0.198,0.168,0.128,0.138,0.088
2009-11-19,0.238,0.228,0.168,0.208,0.178,0.128,0.138,0.088
2009-11-20,0.228,0.228,0.158,0.198,0.168,0.128,0.138,0.088
2009-11-21,0.228,0.228,0.158,0.188,0.158,0.128,0.138,0.088
2009-11-22,0.228,0.218,0.158,0.188,0.168,0.128,0.138,0.088
2009-11-23,0.218,0.218,0.158,0.198,0.168,0.128,0.148,0.088
2009-11-24,0.208,0.218,0.158,0.198,0.168,0.128,0.148,0.088
2009-11-25,0.328,0.298,0.248,0.298,0.268,0.248,0.228,0.148
2009-11-26,0.348,0.298,0.258,0.298,0.268,0.258,0.248,0.148
2009-11-27,0.328,0.298,0.238,0.278,0.258,0.258,0.248,0.138
2009-11-28,0.318,0.288,0.218,0.258,0.238,0.248,0.248,0.138
2009-11-29,0.328,0.288,0.208,0.238,0.218,0.238,0.248,0.138
2009-11-30,0.328,0.288,0.208,0.228,0.218,0.228,0.238,0.138
2009-12-01,0.318,0.288,0.208,0.228,0.218,0.228,0.238,0.138
2009-12-02,0.318,0.288,0.208,0.228,0.218,0.218,0.228,0.138
2009-12-03,0.308,0.288,0.218,0.248,0.228,0.218,0.228,0.138
2009-12-04,0.308,0.278,0.208,0.238,0.218,0.218,0.228,0.138
2009-12-05,0.298,0.278,0.218,0.238,0.218,0.218,0.228,0.138
2009-12-06,0.288,0.278,0.198,0.228,0.208,0.218,0.228,0.138
2009-12-07,0.278,0.278,0.188,0.218,0.198,0.218,0.228,0.138
2009-12-08,0.278,0.278,0.178,0.208,0.188,0.208,0.218,0.138
2009-12-09,0.288,0.278,0.178,0.198,0.178,0.208,0.218,0.138
2009-12-10,0.288,0.278,0.178,0.188,0.188,0.208,0.218,0.128
2009-12-11,0.278,0.268,0.158,0.188,0.178,0.208,0.208,0.128
2009-12-12,0.298,0.298,0.178,0.198,0.168,0.198,0.208,0.118
2009-12-13,0.288,0.288,0.168,0.188,0.158,0.198,0.208,0.118
2009-12-14,0.268,0.278,0.158,0.188,0.148,0.198,0.198,0.108
2009-12-15,0.268,0.278,0.158,0.188,0.148,0.188,0.198,0.108
2009-12-16,0.268,0.278,0.148,0.178,0.148,0.188,0.188,0.098
2009-12-17,0.268,0.278,0.148,0.168,0.138,0.188,0.188,0.098
2009-12-18,0.328,0.328,0.218,0.208,0.168,0.188,0.218,0.178
2009-12-19,0.348,0.328,0.278,0.278,0.248,0.258,0.268,0.178
2009-12-20,0.328,0.308,0.248,0.278,0.248,0.258,0.268,0.188
2009-12-21,0.328,0.308,0.218,0.258,0.228,0.258,0.268,0.188
2009-12-22,0.318,0.308,0.208,0.238,0.208,0.248,0.258,0.178
2009-12-23,0.328,0.308,0.198,0.228,0.198,0.238,0.258,0.168
2009-12-24,0.328,0.298,0.198,0.218,0.198,0.228,0.248,0.158
2009-12-25,0.328,0.298,0.208,0.218,0.198,0.228,0.248,0.158
2009-12-26,0.318,0.298,0.198,0.208,0.198,0.228,0.238,0.148
2009-12-27,0.308,0.288,0.188,0.208,0.188,0.228,0.228,0.138
2009-12-28,0.288,0.288,0.178,0.198,0.178,0.218,0.228,0.138
2009-12-29,0.288,0.278,0.148,0.178,0.168,0.218,0.218,0.128
2009-12-30,0.288,0.278,0.138,0.168,0.148,0.208,0.218,0.128
2009-12-31,0.278,0.278,0.148,0.168,0.148,0.198,0.208,0.118
2010-01-01,0.278,0.278,0.148,0.158,0.148,0.198,0.208,0.118
2010-01-02,0.268,0.278,0.128,0.148,0.138,0.208,0.208,0.118
2010-01-03,0.268,0.268,0.118,0.138,0.118,0.198,0.198,0.108
2010-01-04,0.258,0.268,0.108,0.138,0.108,0.198,0.188,0.108
2010-01-05,0.248,0.268,0.108,0.128,0.108,0.188,0.188,0.098
2010-01-06,0.238,0.268,0.098,0.118,0.098,0.178,0.178,0.098
2010-01-07,0.228,0.258,0.098,0.118,0.088,0.178,0.178,0.088
2010-01-08,0.208,0.248,0.098,0.108,0.088,0.168,0.168,0.088
2010-01-09,0.198,0.248,0.088,0.108,0.088,0.178,0.178,0.088
2010-01-10,0.198,0.248,0.078,0.108,0.058,0.188,0.168,0.088
2010-01-11,0.188,0.238,0.068,0.098,0.058,0.168,0.168,0.078
2010-01-12,0.188,0.238,0.058,0.098,0.048,0.168,0.158,0.078
2010-01-13,0.178,0.238,0.058,0.098,0.058,0.158,0.158,0.068
2010-01-14,0.168,0.228,0.068,0.098,0.058,0.148,0.158,0.068
2010-01-15,0.168,0.228,0.078,0.098,0.068,0.138,0.148,0.058
2010-01-16,0.168,0.228,0.078,0.088,0.078,0.128,0.148,0.058
2010-01-17,0.168,0.228,0.098,0.098,0.088,0.128,0.148,0.058
2010-01-18,0.168,0.228,0.098,0.098,0.098,0.148,0.158,0.068
2010-01-19,0.168,0.228,0.088,0.098,0.078,0.148,0.148,0.058
2010-01-20,0.158,0.218,0.078,0.088,0.078,0.138,0.148,0.048
2010-01-21,0.168,0.218,0.088,0.088,0.078,0.128,0.148,0.048
2010-01-22,0.158,0.208,0.088,0.088,0.078,0.128,0.138,0.048
2010-01-23,0.158,0.208,0.088,0.088,0.078,0.128,0.138,0.048
2010-01-24,0.168,0.208,0.098,0.088,0.098,0.118,0.138,0.038
2010-01-25,0.168,0.208,0.108,0.088,0.108,0.108,0.138,0.038
2010-01-26,0.168,0.218,0.108,0.108,0.108,0.138,0.148,0.058
2010-01-27,0.158,0.218,0.098,0.108,0.078,0.138,0.138,0.048
2010-01-28,0.158,0.218,0.088,0.108,0.078,0.128,0.138,0.048
2010-01-29,0.158,0.208,0.088,0.098,0.068,0.128,0.138,0.048
2010-01-30,0.158,0.208,0.098,0.098,0.078,0.118,0.128,0.038
2010-01-31,0.178,0.208,0.108,0.098,0.098,0.128,0.128,0.038
2010-02-01,0.198,0.238,0.128,0.118,0.108,0.128,0.148,0.068
2010-02-02,0.238,0.248,0.138,0.128,0.118,0.148,0.158,0.068
2010-02-03,0.248,0.248,0.138,0.118,0.108,0.148,0.158,0.058
2010-02-04,0.228,0.248,0.118,0.118,0.098,0.138,0.158,0.058
2010-02-05,0.218,0.248,0.128,0.118,0.108,0.128,0.148,0.058
2010-02-06,0.208,0.248,0.128,0.118,0.108,0.148,0.148,0.068
2010-02-07,0.198,0.248,0.118,0.108,0.088,0.148,0.148,0.058
2010-02-08,0.208,0.248,0.108,0.108,0.078,0.138,0.148,0.058
2010-02-09,0.208,0.248,0.108,0.098,0.088,0.128,0.138,0.058
2010-02-10,0.198,0.248,0.108,0.098,0.078,0.138,0.138,0.048
2010-02-11,0.188,0.238,0.088,0.088,0.068,0.138,0.138,0.048
2010-02-12,0.188,0.238,0.088,0.088,0.068,0.128,0.128,0.048
2010-02-13,0.198,0.238,0.118,0.108,0.088,0.148,0.148,0.078
2010-02-14,0.198,0.238,0.108,0.098,0.078,0.148,0.138,0.058
2010-02-15,0.188,0.238,0.098,0.098,0.078,0.128,0.138,0.058
2010-02-16,0.188,0.228,0.108,0.088,0.068,0.138,0.138,0.058
2010-02-17,0.178,0.228,0.098,0.088,0.058,0.128,0.128,0.058
2010-02-18,0.178,0.228,0.088,0.078,0.058,0.128,0.128,0.048
2010-02-19,0.168,0.218,0.078,0.078,0.048,0.118,0.128,0.048
2010-02-20,0.168,0.218,0.078,0.078,0.048,0.118,0.118,0.048
2010-02-21,0.158,0.218,0.068,0.068,0.048,0.108,0.118,0.038
2010-02-22,0.168,0.218,0.078,0.088,0.068,0.098,0.128,0.048
2010-02-23,0.168,0.218,0.098,0.088,0.068,0.108,0.128,0.048
2010-02-24,0.178,0.228,0.108,0.098,0.098,0.138,0.148,0.068
2010-02-25,0.178,0.228,0.108,0.108,0.088,0.158,0.138,0.068
2010-02-26,0.178,0.218,0.098,0.098,0.078,0.138,0.138,0.068
2010-02-27,0.168,0.218,0.098,0.098,0.078,0.128,0.138,0.058
2010-02-28,0.178,0.218,0.098,0.098,0.078,0.138,0.138,0.068
2010-03-01,0.178,0.218,0.098,0.088,0.068,0.128,0.138,0.058
2010-03-02,0.178,0.218,0.108,0.088,0.078,0.118,0.138,0.058
2010-03-03,0.168,0.218,0.118,0.098,0.088,0.158,0.138,0.078
2010-03-04,0.158,0.218,0.098,0.088,0.078,0.148,0.138,0.068
2010-03-05,0.148,0.218,0.078,0.088,0.048,0.138,0.128,0.068
2010-03-06,0.148,0.208,0.068,0.078,0.038,0.128,0.128,0.068
2010-03-07,0.138,0.208,0.058,0.078,0.028,0.128,0.128,0.058
2010-03-08,0.138,0.208,0.058,0.068,0.028,0.118,0.118,0.048
2010-03-09,0.138,0.198,0.058,0.068,0.028,0.108,0.118,0.048
2010-03-10,0.138,0.198,0.058,0.068,0.038,0.088,0.118,0.038
2010-03-11,0.138,0.198,0.068,0.068,0.048,0.078,0.118,0.038
2010-03-12,0.128,0.188,0.068,0.058,0.048,0.088,0.108,0.038
2010-03-13,0.128,0.188,0.078,0.068,0.038,0.118,0.098,0.028
2010-03-14,0.118,0.188,0.078,0.058,0.048,0.108,0.098,0.018
2010-03-15,0.108,0.178,0.068,0.058,0.038,0.098,0.098,0.018
2010-03-16,0.098,0.178,0.048,0.048,0.018,0.098,0.088,0.018
2010-03-17,0.108,0.178,0.058,0.058,0.018,0.088,0.088,0.028
2010-03-18,0.108,0.178,0.048,0.058,0.018,0.098,0.088,0.028
2010-03-19,0.098,0.168,0.048,0.048,0.008,0.088,0.088,0.018
2010-03-20,0.098,0.168,0.048,0.048,0.018,0.078,0.088,0.018
2010-03-21,0.098,0.168,0.058,0.048,0.028,0.058,0.088,0.008
2010-03-22,0.108,0.168,0.058,0.048,0.028,0.078,0.078,0.018
2010-03-23,0.098,0.168,0.058,0.048,0.018,0.078,0.078,0.008
2010-03-24,0.078,0.168,0.048,0.048,0.018,0.068,0.078,0.008
2010-03-25,0.078,0.158,0.038,0.038,0.008,0.058,0.078,-0.002
2010-03-26,0.088,0.158,0.038,0.038,0.008,0.058,0.068,-0.002
2010-03-27,0.088,0.158,0.038,0.038,0.008,0.058,0.068,-0.012
2010-03-28,0.088,0.158,0.038,0.028,0.018,0.038,0.068,-0.012
2010-03-29,0.108,0.158,0.058,0.038,0.028,0.038,0.068,0.008
2010-03-30,0.098,0.158,0.058,0.038,0.028,0.078,0.068,0.008
2010-03-31,0.078,0.158,0.048,0.038,0.018,0.068,0.068,-0.002
2010-04-01,0.068,0.158,0.038,0.028,0.008,0.058,0.068,-0.012
2010-04-02,0.068,0.148,0.028,0.028,-0.002,0.048,0.058,-0.012
2010-04-03,0.068,0.148,0.018,0.018,-0.002,0.038,0.058,-0.012
2010-04-04,0.058,0.148,0.008,0.018,-0.012,0.038,0.048,-0.012
2010-04-05,0.058,0.148,0.008,0.008,-0.022,0.028,0.048,-0.022
2010-04-06,0.058,0.138,-0.002,-0.002,-0.022,0.028,0.038,-0.032
2010-04-07,0.048,0.138,-0.002,-0.002,-0.022,0.018,0.038,-0.032
2010-04-08,0.048,0.128,-0.002,-0.012,-0.022,0.008,0.028,-0.042
2010-04-09,0.048,0.128,0.008,-0.012,-0.022,0.008,0.028,-0.042
2010-04-10,0.038,0.128,-0.002,-0.022,-0.022,0.008,0.018,-0.052
2010-04-11,0.048,0.118,-0.012,-0.032,-0.022,-0.002,0.018,-0.052
2010-04-12,0.148,0.138,-0.012,-0.022,-0.032,-0.002,0.018,-0.052
2010-04-13,0.138,0.138,-0.022,-0.032,-0.042,-0.002,0.008,-0.062
2010-04-14,0.138,0.138,-0.032,-0.032,-0.042,-0.012,0.018,-0.062
2010-04-15,0.128,0.138,-0.042,-0.042,-0.062,-0.022,0.008,-0.072
2010-04-16,0.108,0.128,-0.052,-0.052,-0.072,-0.032,-0.002,-0.072
2010-04-17,0.098,0.128,-0.042,-0.062,-0.062,-0.032,-0.002,-0.072
2010-04-18,0.118,0.148,-0.002,-0.032,-0.042,-0.022,0.008,-0.062
2010-04-19,0.128,0.158,0.018,0.008,-0.022,-0.012,0.008,-0.062
2010-04-20,0.128,0.158,0.028,0.008,-0.022,-0.012,-0.002,-0.072
2010-04-21,0.108,0.148,0.028,-0.002,-0.022,-0.012,-0.012,-0.082
2010-04-22,0.098,0.148,0.028,-0.012,-0.022,-0.012,-0.022,-0.092
2010-04-23,0.088,0.148,0.018,-0.022,-0.022,-0.032,-0.022,-0.092
2010-04-24,0.078,0.148,0.008,-0.032,-0.022,-0.042,-0.022,-0.102
2010-04-25,0.078,0.138,0.008,-0.032,-0.022,-0.052,-0.032,-0.112
2010-04-26,0.108,0.158,0.068,0.038,0.018,-0.032,0.008,-0.052
2010-04-27,0.158,0.178,0.088,0.058,0.028,-0.002,0.008,-0.052
2010-04-28,0.158,0.188,0.078,0.048,0.018,-0.002,0.008,-0.062
2010-04-29,0.158,0.198,0.078,0.048,0.018,-0.002,0.008,-0.072
2010-04-30,0.158,0.208,0.078,0.048,0.028,-0.012,0.008,-0.062
2010-05-01,0.148,0.198,0.068,0.048,0.018,-0.022,0.008,-0.062
2010-05-02,0.138,0.198,0.068,0.048,0.018,-0.032,0.008,-0.072
2010-05-03,0.128,0.198,0.058,0.048,0.008,-0.032,-0.002,-0.072
2010-05-04,0.118,0.198,0.048,0.038,-0.012,-0.032,-0.012,-0.082
2010-05-05,0.108,0.188,0.038,0.028,-0.022,-0.032,-0.022,-0.092
2010-05-06,0.108,0.188,0.038,0.018,-0.022,-0.032,-0.022,-0.092
2010-05-07,0.108,0.188,0.028,0.018,-0.032,-0.032,-0.032,-0.102
2010-05-08,0.108,0.188,0.028,0.008,-0.032,-0.042,-0.032,-0.102
2010-05-09,0.108,0.188,0.028,0.028,-0.032,-0.032,-0.012,-0.052
2010-05-10,0.118,0.188,0.028,0.028,-0.022,-0.042,-0.012,-0.072
2010-05-11,0.128,0.188,0.018,0.018,-0.032,-0.042,-0.022,-0.092
2010-05-12,0.128,0.188,0.008,0.008,-0.042,-0.052,-0.022,-0.102
2010-05-13,0.128,0.188,-0.002,-0.002,-0.052,-0.062,-0.032,-0.102
2010-05-14,0.118,0.178,-0.012,-0.012,-0.052,-0.072,-0.042,-0.112
2010-05-15,0.108,0.178,-0.022,-0.022,-0.062,-0.082,-0.042,-0.122
2010-05-16,0.098,0.178,-0.002,-0.022,-0.062,-0.082,-0.042,-0.122
2010-05-17,0.098,0.178,0.008,-0.022,-0.052,-0.082,-0.052,-0.132
2010-05-18,0.088,0.168,0.008,-0.032,-0.052,-0.082,-0.062,-0.132
2010-05-19,0.108,0.168,0.008,-0.012,-0.042,-0.082,-0.062,-0.122
2010-05-20,0.128,0.178,0.018,0.028,-0.032,-0.072,-0.052,-0.102
2010-05-21,0.138,0.178,0.008,0.018,-0.032,-0.082,-0.062,-0.122
2010-05-22,0.128,0.188,-0.012,-0.002,-0.052,-0.082,-0.062,-0.132
2010-05-23,0.138,0.188,-0.022,-0.012,-0.062,-0.092,-0.072,-0.142
2010-05-24,0.138,0.178,-0.032,-0.022,-0.062,-0.092,-0.082,-0.152
2010-05-25,0.128,0.178,-0.022,-0.022,-0.052,-0.102,-0.082,-0.112
2010-05-26,0.128,0.198,0.028,0.048,-0.022,-0.102,-0.082,-0.122
2010-05-27,0.178,0.208,0.048,0.038,-0.022,-0.102,-0.092,-0.142
2010-05-28,0.168,0.208,0.048,0.038,-0.022,-0.102,-0.092,-0.152
2010-05-29,0.168,0.208,0.108,0.098,-0.012,-0.112,-0.102,-0.162
2010-05-30,0.178,0.208,0.098,0.088,-0.002,-0.122,-0.092,-0.172
2010-05-31,0.178,0.218,0.088,0.078,-0.002,-0.122,-0.092,-0.172
2010-06-01,0.168,0.218,0.088,0.078,0.018,-0.102,-0.072,-0.112
2010-06-02,0.168,0.218,0.098,0.098,0.018,-0.102,-0.062,-0.112
2010-06-03,0.168,0.218,0.098,0.088,0.018,-0.062,-0.032,-0.102
2010-06-04,0.178,0.218,0.098,0.088,0.028,-0.042,0.008,0.008
2010-06-05,0.168,0.218,0.098,0.088,0.028,-0.042,-0.002,-0.032
2010-06-06,0.168,0.218,0.088,0.078,0.018,-0.032,-0.002,-0.052
2010-06-07,0.178,0.228,0.078,0.078,0.018,-0.032,-0.002,-0.052
2010-06-08,0.188,0.228,0.078,0.078,0.008,-0.032,-0.012,-0.062
2010-06-09,0.228,0.238,0.078,0.078,0.028,-0.002,0.028,-0.012
2010-06-10,0.238,0.238,0.078,0.068,0.018,-0.002,0.018,-0.022
2010-06-11,0.218,0.248,0.078,0.068,0.028,0.018,0.038,-0.032
2010-06-12,0.228,0.248,0.078,0.068,0.038,0.028,0.038,-0.032
2010-06-13,0.228,0.248,0.088,0.078,0.068,0.038,0.068,0.038
2010-06-14,0.228,0.248,0.088,0.088,0.078,0.038,0.068,0.018
2010-06-15,0.228,0.248,0.098,0.088,0.078,0.048,0.068,0.008
2010-06-16,0.218,0.248,0.098,0.098,0.088,0.048,0.058,0.008
2010-06-17,0.208,0.238,0.098,0.108,0.078,0.048,0.058,0.008
2010-06-18,0.218,0.248,0.118,0.108,0.088,0.068,0.068,0.008
2010-06-19,0.238,0.258,0.138,0.118,0.078,0.058,0.078,0.018
2010-06-20,0.238,0.258,0.128,0.118,0.068,0.058,0.068,0.018
2010-06-21,0.228,0.258,0.118,0.108,0.058,0.048,0.068,0.008
2010-06-22,0.208,0.258,0.098,0.098,0.048,0.038,0.058,-0.002
2010-06-23,0.198,0.258,0.088,0.088,0.038,0.028,0.058,-0.002
2010-06-24,0.198,0.248,0.068,0.078,0.018,0.028,0.048,-0.012
2010-06-25,0.188,0.248,0.058,0.068,0.008,0.018,0.038,-0.022
2010-06-26,0.188,0.238,0.068,0.058,0.008,0.008,0.038,-0.032
2010-06-27,0.178,0.238,0.068,0.058,0.008,0.008,0.028,-0.032
2010-06-28,0.178,0.238,0.068,0.048,0.018,-0.002,0.028,-0.042
2010-06-29,0.168,0.228,0.068,0.038,0.018,-0.012,0.018,-0.052
2010-06-30,0.168,0.238,0.088,0.068,0.028,-0.002,0.018,-0.042
2010-07-01,0.168,0.228,0.078,0.058,0.018,-0.002,0.018,-0.052
2010-07-02,0.168,0.228,0.078,0.058,0.018,-0.002,0.008,-0.052
2010-07-03,0.168,0.228,0.078,0.078,0.018,-0.002,0.018,-0.042
2010-07-04,0.188,0.248,0.098,0.098,0.028,-0.002,0.038,-0.022
